blood_group,user_id,company,registration,address,ssn,username,name,mail,station_ID,longitude,latitude
O+,1424,Prodi e figli,2020-03-24,"Via Bergoglio, 26 Appartamento 63, 22079, Villa Guardia (CO)",RRGRNZ33P68B481C,marcelloargenti,Sig.ra Paloma Lombardo,gbarracco@poste.it,113,-2.296936,37.79835
AB-,111,Mondaini-Baresi Group,2019-03-16,"Strada Saverio, 699 Appartamento 2, 34170, Oslavia (GO)",STNCRN68A24F168J,vendittipierpaolo,Amanda Cutrufo-Beccaria,bmanacorda@poste.it,398,-4.9756555,174.658108
AB+,970,Costa,2019-08-06,"Setor de Fonseca, 6, Vila Santa Monica 1ª Seção, 85775827 Pinto de Goiás / AM",90187452350,apeixoto,Lucca Gonçalves,araujofrancisco@yahoo.com.br,264,69.6762015,136.313072
O-,609,Long Group,2024-06-03,"10352 Wendy Land Suite 510, Shawnmouth, ME 99580",247-54-3629,daniel40,Darryl Thomas,qwarren@hotmail.com,84,-12.365682,-29.791487
O+,1660,"Gonzalez, Jensen and Walker",2022-05-11,"017 Clayton Underpass, Moorestad, VA 02486",156-50-7449,gutierreztroy,Derrick Bowman,wfarrell@yahoo.com,1,75.297885,80.309087
B+,998,"Donati, Onio e Caracciolo e figli",2018-10-05,"Canale Mondaini, 78, 71011, Apricena (FG)",NNTDRA09T19B392W,luciana18,Guido Mazzeo,greca43@tele2.it,674,89.2509675,-136.608728
B+,2041,Basadonna-Vergerio Group,2024-04-29,"Borgo Mascagni, 8, 94014, Villadoro (EN)",TRPDNI75R18B729A,alessio15,Dott. Michele Monduzzi,milo38@virgilio.it,99,45.3585,29.514574
A-,1235,合同会社石川銀行,2021-03-04,茨城県港区筑土八幡町16丁目7番7号 美原町ハイツ531,219-09-7119,maaya90,山本 京助,kenichi71@yahoo.com,740,59.8231585,-102.669434
O-,1937,Abba Group,2021-07-23,"Borgo Lazzaro, 94 Appartamento 18, 28813, Bee (VB)",RCCGRC78D42D006N,martino57,Alessandra Antonioni-Bodoni,gcorbo@vodafone.it,373,55.641917,-30.312209
O-,473,"Tomasini, Schiavone e Barozzi Group",2024-04-10,"Vicolo Carlo, 84, 71034, Castelnuovo Della Daunia (FG)",BLLMND66H17I220S,alderanocarpaccio,Erika Verri,achillecolletti@alice.it,288,,
A-,2017,Süßebier GmbH,2023-03-22,"Ehlertstr. 90/57, 77536 Erding",715-54-4135,meikeroehricht,Cilly Fechner,kenneth88@googlemail.com,409,-7.988065,44.554082
B-,265,Raurica-Paltrinieri SPA,2023-06-17,"Borgo Andreotti, 79, 66033, Castiglione Messer Marino (CH)",TRPMNL83B59G164Q,fcapecchi,Puccio Giannuzzi,faustopedroni@alice.it,197,-64.5336925,139.986722
A+,1155,da Rocha - EI,2021-04-06,"Passarela da Cruz, Conjunto Paulo Vi, 63984-452 Sales / AP",74850163262,davi-lucca29,Luiza Nascimento,davi25@hotmail.com,635,18.834892,75.802014
B+,94,Pitts-Jones,2024-10-05,"883 Melissa Club, South Nancy, TX 36838",027-20-8129,nicolecastro,Laurie Guerrero,ericlong@yahoo.com,695,35.0352325,-29.442851
B+,339,Cheda-Curci e figli,2020-03-24,"Contrada Clelia, 6 Piano 1, 90043, Camporeale (PA)",ZMPNTN14H13E921E,pucciogeraci,Sig. Giuliano Pennetta,fibonaccinedda@virgilio.it,240,,
A+,1440,"Moore, Hill and Martin",2022-08-10,"PSC 4938, Box 4431, APO AA 86743",850-93-4707,jennifergross,Erica Villanueva,pmaddox@yahoo.com,620,57.3052685,-43.323729
AB-,147,"Giulietti, Sanudo e Milanesi SPA",2025-04-08,"Rotonda Terragni, 97, 24044, Sforzatica (BG)",DDUSNR90R47D686Q,zrespighi,Sig.ra Diana Camicione,roccocociarelli@live.com,149,-85.1926585,-30.288938
AB+,1683,加藤印刷合同会社,2025-03-08,京都府横浜市中区白金台21丁目16番16号 ハイツ外国府間076,555-37-3394,tomoyaikeda,林 真綾,nsato@hotmail.com,105,-84.162046,-125.13564
AB-,1636,合同会社村上電気,2025-09-06,三重県匝瑳市上野公園15丁目4番17号 クレスト西浅草195,313-03-0125,bsuzuki,三浦 裕太,iota@yahoo.com,362,74.8987815,164.424267
B-,2144,"Pareto, Barese e Anguillara s.r.l.",2020-05-18,"Rotonda Calogero, 96 Appartamento 1, 65020, Castiglione A Casauria (PE)",VRGRTR80D43D764G,sjacuzzi,Laura Pavarotti,zbarzini@gmail.com,736,82.2503065,-30.750044
B+,507,Cesarotti s.r.l.,2024-07-20,"Stretto Orlando, 5, 27047, Montecalvo Versiggia (PV)",FRRRNT86M19E737S,delfino27,Ramona Rizzo,bajardiraffaello@outlook.com,22,-2.396922,-106.875562
O+,1036,Mosemann GmbH & Co. KGaA,2025-09-14,"Krausweg 4/2, 08681 Kelheim",994-62-7960,xlindau,Bernhard Eberhardt,elfi32@aol.de,10,-72.393216,-89.956213
B+,1402,Wohlgemut Steckel GmbH & Co. OHG,2023-06-23,"Heintzegasse 53, 01255 Crailsheim",609-85-0870,putzcarmela,Romy Winkler,jesselfreddy@web.de,702,-28.0693165,-112.798198
O+,265,Rust GbR,2021-11-13,"Fiebigstraße 62/95, 25986 Gera",682-60-6512,pgumprich,Rosi Weiß MBA.,mkade@yahoo.de,324,24.903047,-12.27674
B+,1208,佐々木水産株式会社,2023-11-28,奈良県八千代市東上野23丁目7番19号 台東コート404,620-35-5317,satomi64,岡田 幹,pwatanabe@hotmail.com,569,-74.3385305,58.770891
AB+,1945,Löwer,2021-03-23,,984-50-4334,csaeuberlich,Dr. Klemens Mende B.Sc.,gunpfandreas@gmail.com,724,-53.3205525,-29.230318
O-,1293,中村銀行有限会社,2020-10-17,福井県横浜市鶴見区一ツ橋34丁目14番7号,590-16-9389,osamusasaki,斎藤 裕美子,ysasaki@hotmail.com,0,62.8624315,-28.716031
A-,779,Ortiz-Walker,2021-05-25,"6558 Hahn Parkways, Port Lynnview, PR 94963",401-04-3803,michael70,Alisha Austin,yriley@hotmail.com,448,55.8671775,90.92945
AB+,1228,Jacobi Jäckel Sauer AG,2019-08-12,"Miesweg 70, 66215 Ludwigslust",339-09-7469,iloechel,Frau Alena Baum MBA.,goenuel62@yahoo.de,270,-49.5051555,-122.262259
O-,1182,藤原情報有限会社,2019-01-13,大阪府夷隅郡御宿町下宇和田22丁目21番1号,690-05-9561,manabu38,石井 里佳,satonaoko@yahoo.com,149,-36.259872,47.819709
O-,836,"Bernetti, Turati e Juvara e figli",2022-05-25,,CMRPRI34C48I174P,sylviavergassola,Coriolano Conte,pucciofilippelli@hotmail.com,608,-6.269252,163.825002
AB+,1231,Pieper AG & Co. KG,2019-11-29,"Röhrichtstraße 8374, 26812 Burglengenfeld",437-63-1981,hoefigernst-august,Hans Mülichen-Hein,stiffelxenia@aol.de,140,-86.3881245,-86.085447
O-,1319,Wells-Cox,2018-10-29,"8453 Eric Mall Suite 882, Lake Sallymouth, LA 12470",298-54-1752,ecarlson,Danielle Torres,patricia64@yahoo.com,327,18.7358365,-110.848769
B-,2148,山口保険合同会社,2018-11-30,大分県練馬区台東24丁目15番6号,255-70-3461,lnakagawa,鈴木 康弘,takahashishohei@gmail.com,449,76.7381925,148.4338
B+,1153,"Molesini, Depero e Trentin e figli",2024-12-29,"Borgo Martina, 157 Appartamento 76, 35122, Padova (PD)",TRTGNR32H43C783D,nicoletta49,Barbara Tosi,giuseppe50@tiscali.it,607,-17.6237755,124.971272
AB+,669,Pinto Abreu S.A.,2023-01-12,"Vale Sales, 91, São Francisco, 82264-930 Rodrigues / RJ",19086354289,melina24,Emanuelly Câmara,ribeirocarlos-eduardo@uol.com.br,306,15.828751,-66.942286
A+,1824,Fiebig Jacobi Jäckel GbR,2024-10-11,"Misicherplatz 774, 46517 Bruchsal",149-14-8507,ramonaroehricht,Jaqueline Linke-Kramer,tgeisel@hotmail.de,295,-81.612131,-165.400396
A+,277,"Sullivan, Burns and Adams",2023-03-07,"653 Kimberly Oval Suite 439, Joeside, WA 77556",557-05-0841,hutchinsonyvonne,Thomas Lee,schneidersteven@gmail.com,744,-58.2678315,-146.5343
O+,2113,株式会社高橋通信,2023-12-05,奈良県君津市雷門7丁目11番7号 パレス押上226,024-76-0521,yumikomaeda,鈴木 くみ子,satoshota@hotmail.com,427,22.3295945,149.116364
B+,1926,Kaul,2021-11-11,"Steinberggasse 795, 55369 Bayreuth",124-77-4812,hellwiglouis,Dierk Weinhold,bscheuermann@googlemail.com,329,30.931923,58.02576
B+,720,Luxardo Group,2018-11-04,"Piazza Brunelleschi, 16, 10146, Torino (TO)",GNTNNN64H58M168D,castelligian,Coluccio Niggli-Pasolini,pacillomaria@vodafone.it,688,9.907894,-51.783362
AB+,319,Drub Adler GmbH & Co. KGaA,2023-03-01,"Lina-Schomber-Straße 2/3, 67828 Tübingen",824-17-3550,hbirnbaum,Bernhard Zänker B.Eng.,hedda34@gmx.de,490,44.894505,-85.940284
O+,1920,Cardoso,2022-12-31,"Chácara de Aparecida, 72, Cachoeirinha, 97228503 Viana / GO",18407692387,jose-pedromoura,Isabel Barros,da-pazlorenzo@yahoo.com.br,291,-34.101023,178.735464
AB-,1475,Camargo Pires - ME,2020-03-20,,42785693000,uvargas,Dra. Sara Sampaio,danilo44@ig.com.br,195,-17.143093,-154.260952
B-,1318,"Guinizzelli, Gussoni e Pistoletto SPA",2025-05-01,,SCLLNA36R18I292N,galasso13,Sig.ra Morena Saragat,dossibartolomeo@tele2.it,239,-1.0530725,3.984762
A-,531,遠藤電気株式会社,2021-03-24,滋賀県西多摩郡檜原村六番町22丁目18番9号 白金台コーポ415,223-26-8442,satomi01,佐々木 香織,osamu15@gmail.com,594,-71.87707,170.486347
O+,476,"King, Le and Prince",2022-06-01,"5905 Heidi Forge, South John, WA 95509",420-54-2687,xjohnston,Maurice Hodges,bautistavictoria@hotmail.com,95,-5.155161,-42.698629
AB-,294,Innocenti-Traetta Group,2023-02-12,"Contrada Vanvitelli, 1, 01038, Chia (VT)",DLLMNL37E52G879V,francomeucci,Rolando Gucci,elmo03@gmail.com,537,-24.4798335,111.961413
AB-,1360,Stoll Scheuermann GmbH,2022-12-01,"Michaela-Gorlitz-Platz 14-61, 85603 Calau",472-87-3920,ohenk,Nurettin Bolander,hilda80@googlemail.com,142,-10.818267,17.443077
O-,962,Franke,2021-05-17,"Luise-Naser-Allee 20, 49468 Flöha",380-65-3777,hildegundconradi,Felizitas Geisler,sergei29@yahoo.de,531,-6.4153445,-97.426804
O-,555,青木水産有限会社,2022-05-03,滋賀県国分寺市高輪33丁目11番4号 前弥六クレスト712,576-38-1200,maaya56,山本 晃,yumiko47@yahoo.com,728,-4.283875,-130.097374
O+,929,青木鉱業株式会社,2025-02-10,佐賀県練馬区氏家35丁目23番9号,602-28-6858,babe,中村 修平,kobayashishota@hotmail.com,483,-56.843709,176.408213
B-,719,Schinke GmbH,2020-05-29,"Schaafweg 86, 33403 Fallingbostel",146-27-9376,luebsdorothe,Abram Gehringer-Wohlgemut,claudiaschenk@yahoo.de,50,-68.921744,-27.107626
B+,429,Roskoth Bloch AG & Co. KGaA,2023-08-04,"Schmidtplatz 59, 70666 Belzig",642-62-5622,bstriebitz,Dr. Christine Eberth B.Eng.,jane64@gmx.de,377,71.976871,67.010412
A+,797,"Ibarra, Anderson and Rowland",2022-02-16,"99470 Kyle Well Suite 900, North Joseph, SC 87606",515-78-5093,michael47,Katherine Blake,andrealopez@yahoo.com,124,-51.1258865,169.92594
B-,69,Gutknecht,2020-03-16,"Heuserallee 5/6, 28370 Borken",334-79-7421,stavrosschaefer,Ing. Charles Stey,catherine41@googlemail.com,499,-52.011089,-70.743995
A+,659,Shelton Ltd,2022-08-12,"177 Erika Estates, East Josephshire, NH 15221",026-09-7093,yedwards,Philip Castro,angela77@yahoo.com,492,-42.7689065,47.926511
B+,1010,Calvo SPA,2021-07-10,"Via Boiardo, 51, 65125, Pescara Colli (PE)",FOXGDI93C28L458L,nittotemistocle,Antonia Filippini,martaproietti@tim.it,383,32.7619005,85.846234
O-,1883,Palmer-Thomas,2020-04-25,"535 William Walk Suite 823, Markhaven, IA 79094",664-45-9638,johnny09,David Gonzalez,migueldiaz@hotmail.com,238,-86.9078585,-77.995422
AB+,340,Pires S.A.,2020-02-08,"Pátio de Castro, 95, Cardoso, 52258742 Marques da Praia / PI",82357960159,nvargas,Sr. João Lucas Vasconcelos,levi60@gmail.com,477,-34.9860495,-73.543893
O-,2090,Hester and Sons,2024-02-10,"68887 Ford Ridges, Elizabethmouth, NV 76879",561-60-9218,edwinwalker,Katherine Carter,kimberlyerickson@gmail.com,164,89.7282945,156.473124
AB-,1873,木村建設合同会社,2019-02-10,群馬県白井市吾妻橋5丁目24番8号 ハイツ筑土八幡町522,505-34-0008,uikeda,木村 淳,minorunakajima@yahoo.com,643,79.684634,82.523357
A-,1517,Albuquerque Rodrigues Ltda.,2020-05-05,,81943652791,bsilveira,Maria Fernanda Andrade,yasmin36@uol.com.br,668,-8.773387,63.674703
AB-,1981,Riehl GmbH & Co. KGaA,2021-09-01,"Mendegasse 45, 82093 Göppingen",525-61-9047,berthatextor,Ing. Andy Plath,berta62@hotmail.de,108,15.2665505,10.91341
A+,272,吉田食品有限会社,2022-08-26,大分県多摩市所野9丁目12番14号 高田馬場コーポ303,305-91-5091,gsaito,加藤 裕美子,yukiyamashita@hotmail.com,455,,
AB+,1958,auch Schlauchin Anders KG,2021-01-08,"Wilfriede-Franke-Weg 38, 71224 Suhl",881-44-0641,kerstinspiess,Dr. Lars Hecker MBA.,darkostumpf@aol.de,470,14.236857,-71.910089
O-,1677,"Novaro, Oliboni e Ioppi e figli",2019-11-23,"Strada Morena, 591, 19121, Laspezia (SP)",BRZTTN90T31G859T,adelmo63,Raimondo Gianetti,gustavo64@libero.it,745,46.163133,116.745358
A-,1580,Kennedy-Walters,2024-03-01,,852-20-3937,matthewmitchell,Thomas Watson,robertsontammy@gmail.com,39,35.9542495,-92.8105
A-,1092,合同会社山下銀行,2023-07-30,佐賀県羽村市藤金41丁目13番15号,398-51-4684,hasegawasayuri,前田 涼平,fmatsumoto@gmail.com,716,36.7973405,-168.357738
A-,404,Vezzali-Tarchetti e figli,2025-08-27,,FNTLDA76H55M253P,torquato47,Marisa Tafuri,adelmo12@tin.it,687,55.077952,20.619734
A+,2113,近藤銀行合同会社,2019-04-06,北海道青梅市今戸21丁目14番7号 コーポ西小来川713,836-96-6401,hidekisato,岡田 真綾,itominoru@yahoo.com,536,-18.074352,24.558846
A+,2112,da Costa,2022-12-02,"Colônia Raul Vieira, 13, Corumbiara, 39350582 Fonseca / MG",32810749604,luna42,Srta. Alexia Santos,pimentasophia@gmail.com,572,-63.1533345,178.59312
A+,887,Weihmann,2023-03-16,,070-48-5054,alexandre66,Amanda Weinhage B.Eng.,luigi19@yahoo.de,743,22.0331225,-53.153312
O+,1646,Farias,2020-12-20,"Fazenda de Aragão, 81, Marmiteiros, 46700407 Caldeira / SC",07419385297,ecunha,Dra. Clara Monteiro,sguerra@hotmail.com,647,0.548043,106.691277
A+,1665,Wiek GmbH,2020-10-18,"Schönlandallee 7/4, 49661 Anklam",953-49-5202,anna-lenajunck,Edith Fröhlich-Ackermann,mstey@web.de,34,-21.497106,39.871662
A-,106,Rastelli s.r.l.,2022-04-09,"Stretto Adele, 7 Piano 7, 89818, Capistrano (VV)",GRGRBT62H29I782W,bettinacurci,Adele Valmarana,hcaboto@live.com,44,-4.0670255,-31.199523
A+,2089,Abreu,2019-01-03,"Lagoa Macedo, 1, Vila Mantiqueira, 25972-129 Oliveira / PR",26543879173,flima,Vinicius Ramos,duarteisabelly@gmail.com,110,-16.419394,158.183045
O-,875,村上運輸有限会社,2023-02-13,長崎県八街市羽折町35丁目21番15号,281-18-5511,rwatanabe,清水 涼平,fukudaakemi@yahoo.com,278,39.77352,33.359814
B+,1069,Lopes,2021-06-24,"Favela Cecilia Correia, Vila Barragem Santa Lúcia, 02337811 da Luz / PA",89732156040,riossarah,Dr. Marcelo da Conceição,asiqueira@yahoo.com.br,5,-80.9145275,6.478957
O+,1080,Viana S.A.,2023-02-25,"Área de Fernandes, Vila Nova Paraíso, 08154-203 Montenegro das Pedras / SP",21705846335,portogustavo-henrique,Lavínia Campos,freitascaio@gmail.com,731,-50.5542975,123.661987
B-,1680,Stiebitz Kostolzin AG & Co. KG,2023-11-23,"Röhrdanzstr. 5-4, 86241 Wernigerode",406-67-7148,arnfried74,Sahin Eckbauer B.Sc.,greuter@aol.de,63,-48.3219965,-1.496749
O-,894,Brito,2019-01-04,"Recanto Viana, 20, Conjunto Jardim Filadélfia, 06225475 da Paz / RS",76152408326,gomespietro,Dra. Ana Clara Oliveira,ljesus@bol.com.br,544,-41.5864245,13.448736
B+,1194,株式会社後藤情報,2020-12-04,岡山県鴨川市六番町35丁目5番16号 筑土八幡町ハイツ807,880-61-9852,osato,斉藤 知実,yamamotonaoto@yahoo.com,537,6.0680005,-111.683161
B+,1629,"Valier, Cociarelli e Finotto SPA",2022-01-11,"Vicolo Stefanelli, 80 Piano 7, 89818, Capistrano (VV)",SLTRMD31S51E067Y,storladirocco,Dott. Allegra Berrè,qmarino@vodafone.it,292,51.533743,158.076585
A+,1896,"Guidotti, Biagi e Terragni SPA",2022-10-03,"Piazza Donna, 3, 00067, Morlupo (RM)",MRCDNT86E56H406L,cesaronisandra,Beatrice Faggiani,giacomettialdo@gmail.com,613,-70.9426805,147.587881
A+,1154,Travis Inc,2019-05-09,,801-29-5016,hernandeztyler,Shawn Gibbs DDS,tscott@yahoo.com,744,-9.3120325,141.04362
AB+,740,Rudolph AG,2019-07-19,"Gehringerplatz 9915, 23630 Anklam",070-81-5543,amude,Dr. Marie-Therese Gehringer B.Eng.,wilmsenheinz-walter@aol.de,271,-7.961844,81.886322
A+,1368,有限会社村上食品,2024-02-03,群馬県香取郡多古町渡辺22丁目18番9号,295-85-9696,tomoya33,渡辺 あすか,akemikondo@yahoo.com,302,-71.759426,-137.052441
AB+,989,Jäkel,2021-07-15,,357-57-0554,akrein,Hanne-Lore Jacob B.A.,kathy28@googlemail.com,257,22.560107,-161.949877
O-,226,Knappe,2019-08-11,"Bendergasse 86/50, 23337 Holzminden",412-58-4596,ztschentscher,Mechthild Kruschwitz,christos47@web.de,350,-37.92041,53.643233
B-,1714,"Martinez, Hayes and Rose",2025-07-18,"388 Aguilar Orchard, Port Tyler, MS 43682",883-09-9982,qnoble,Jacqueline Owens,jnewton@hotmail.com,478,-37.8062185,64.483341
B+,1241,有限会社高橋通信,2019-07-25,長崎県稲城市上高野22丁目13番8号 パレス箭坪356,209-02-6733,hnakamura,伊藤 淳,fujitatsubasa@gmail.com,70,-8.039476,149.698717
O+,798,清水水産有限会社,2024-09-17,富山県川崎市多摩区上野公園13丁目4番20号 シャルム百村619,696-41-8383,hinoue,松田 裕美子,kana33@hotmail.com,600,-64.1965825,-15.461297
A-,1671,合同会社森ガス,2023-02-19,長崎県横浜市戸塚区一ツ橋18丁目6番3号 コーポ上広谷082,480-59-1803,haruka13,中村 智也,fujiiyui@hotmail.com,708,83.603076,-103.674953
B+,1461,山口印刷株式会社,2023-01-06,宮城県目黒区大京町7丁目14番13号,298-48-4180,yamaguchikana,藤原 知実,naokoito@yahoo.com,145,-15.4647225,-96.204676
B-,1305,Hodge-Armstrong,2019-09-16,"4729 Harris Islands Suite 188, Charlestown, PA 93607",372-75-1768,jeremykrueger,Greg Wood,omclean@gmail.com,500,28.0840085,-78.416222
AB+,830,高橋銀行株式会社,2023-01-28,愛知県香取郡神崎町平須賀20丁目4番19号 シティ山中新田717,359-77-5356,matsudahanako,中村 修平,mituru70@gmail.com,313,-20.87387,148.266455
B+,244,Andrade,2024-12-11,"Esplanada Antônio Ferreira, 676, Maria Goretti, 60469-360 Mendonça de Araújo / PR",76254803992,isabellynovais,Dr. Henry Gabriel Oliveira,stephany38@gmail.com,231,72.8935715,-98.7642
AB-,1161,小林運輸有限会社,2025-01-01,,027-21-7746,kenichi06,加藤 英樹,kobayashitomoya@hotmail.com,98,25.1979545,60.913508
AB-,1252,木村情報合同会社,2018-11-26,三重県中野区東和町22丁目2番20号 東和町アーバン322,366-29-2178,inakamura,渡辺 智也,gsakamoto@yahoo.com,193,23.5503855,6.949306
A-,1561,渡辺保険合同会社,2022-12-02,三重県港区豊町9丁目27番4号 小入コート802,892-48-9771,ikimura,佐藤 智也,kana89@gmail.com,467,-77.3213505,-105.163234
B-,999,Stewart Inc,2025-03-18,"USNS Pope, FPO AP 76252",687-71-8520,sanchezmichael,Edward Hahn,bakermatthew@gmail.com,421,31.352187,-79.480848
AB-,1129,Travaglia Group,2021-09-12,"Incrocio Trobbiani, 2, 23822, Bellano (LC)",MLPLDI68M23I130Q,dino41,Giosuè Paolucci,gbroschi@vodafone.it,607,43.912762,-46.860687
B-,398,da Mota - EI,2023-07-03,"Praia Vinícius Costela, 829, Goiania, 09218236 Pastor da Serra / SC",08413729505,luiz-fernandocavalcanti,Olivia Pereira,jgoncalves@hotmail.com,330,57.9106275,173.008667
A-,1920,Lee and Sons,2021-07-03,"419 Tammy Trafficway, Lake Amberborough, IL 44741",747-73-6710,lisacase,Amanda Miles,marysantiago@gmail.com,102,14.116593,-41.956399
O+,1347,松田鉱業株式会社,2021-12-01,福岡県千代田区丹勢10丁目1番3号 二つ室コーポ022,011-03-5621,umaeda,小林 拓真,ryoheisuzuki@yahoo.com,38,10.167187,-54.550321
AB+,323,Etzold,2019-06-15,"Annette-Barkholz-Allee 7-9, 98162 Nördlingen",707-97-7358,pauline28,Kathrin Heintze,hans-adolfpohl@yahoo.de,18,-63.4368225,-178.298207
A+,1072,Schenk,2025-06-11,"Xaver-Wirth-Gasse 7334, 34418 Ribnitz-Damgarten",772-70-0301,ringsuzanne,Dipl.-Ing. Reinhardt Gieß,iwona54@yahoo.de,519,43.097717,129.765412
O+,22,da Rosa Aparecida S.A.,2019-05-29,"Vila de Fernandes, 72, Cidade Jardim Taquaril, 57012-051 Albuquerque de Montenegro / PR",05346128905,handrade,Breno Marques,npeixoto@yahoo.com.br,88,25.143668,111.574637
A-,664,Kroker Bolnbach GmbH,2023-05-06,"Miroslaw-Bauer-Gasse 8, 13842 Miltenberg",971-27-6788,walburga20,Simone Binner B.A.,albinaullmann@yahoo.de,134,,
A-,1240,Eberhardt Lehmann KG,2021-05-09,"Zirmestraße 30/31, 84959 Sankt Goar",972-33-8052,qtaesche,Hilmar Koch II,gerdizobel@hotmail.de,331,-26.4457775,-137.908041
O-,1041,"Pasqua, Nicoletti e Camiscione e figli",2021-03-17,"Canale Rapisardi, 95 Piano 2, 66030, Mozzagrogna (CH)",NNCMLN20E25G646G,venancio39,Nina Faugno,nicolo02@libero.it,714,-36.5728945,-64.740477
B-,1511,Druso SPA,2025-05-29,,MNCNNN83R71D501F,bragadingaetano,Gemma Mondadori,giulianoguariento@libero.it,300,-37.2975915,88.332244
O-,782,Hendriks Hoffmann AG,2024-01-26,"Christos-Ullrich-Gasse 8/2, 28695 Zschopau",556-20-3048,sarina11,Raik Loos,annemierust@aol.de,368,61.3935155,24.405554
AB-,2121,Ditschlerin Ackermann KG,2024-04-27,"Jolanthe-Zimmer-Gasse 74, 61556 Uffenheim",148-61-0655,kabusjuliane,Dipl.-Ing. Trudel Hettner B.A.,stefaniefischer@aol.de,502,-62.900759,144.003369
A-,666,Baglioni SPA,2023-03-15,"Contrada Lolita, 554, 09014, Carloforte (SU)",TRNNTN10T10I359S,coluccio55,Sig.ra Evangelista Colletti,donnaplatini@poste.it,314,5.735606,-63.262535
O+,845,小林印刷有限会社,2020-01-13,愛媛県香取郡神崎町木立21丁目2番13号 シティ土呂部594,732-07-8380,maaya54,佐藤 翔太,fsuzuki@yahoo.com,673,-32.778819,20.299373
B-,151,Vargas,2023-05-03,"Lago de Oliveira, 24, Mineirão, 70961719 Fernandes / RO",13792084597,eporto,Gael Henrique Fernandes,ferreiraguilherme@uol.com.br,486,,
B-,812,Mannoia-Ruggeri SPA,2022-06-23,"Strada Vito, 6, 80036, Vico (NA)",MNTGTN13M60L528V,federico93,Matilda Fagotto,gaetanochiaramonte@outlook.com,150,-31.67214,-5.307649
O-,1099,Souza S/A,2021-02-19,"Trevo Luna da Rosa, 11, Conjunto Bonsucesso, 93312444 Brito Paulista / SE",97085621303,costelajoana,Isaque Gonçalves,orodrigues@yahoo.com.br,71,34.5761885,64.690216
AB+,2055,松本銀行株式会社,2019-02-21,北海道西多摩郡檜原村上広谷16丁目2番9号,203-48-7261,moririka,鈴木 舞,watanaberei@yahoo.com,660,62.9959195,-173.348415
