blood_group	user_id	company	registration	address	job	ssn	username	residence	name	current_location	mail	station_ID
B-	1086	有限会社伊藤食品	2018/10/10	香川県武蔵野市芝浦15丁目8番16号 コーポ外神田058		569-54-0245	mituruokada		佐藤 智也		yoko01@yahoo.com	243
O-	227	Forza, Mattarella e Squarcione Group	19 Aug 2022	"Via Barillaro, 532 Appartamento 50
20032, Cormano (MI)"		CMUMRA36C45D408P	turatidario		Maria Bacosi	(Decimal('67.188345'), Decimal('45.964519'))	neccitiziano@hotmail.com	495
B+	1076	Dowerg OHG mbH	2024-12-04			087-14-2096	ladislaus05		Hilda Schmidt	(Decimal('75.6898115'), Decimal('140.131098'))	gerlinde86@web.de	388
A-	1867	Ziegert AG	2021-04-04	"Lina-Heinz-Gasse 65/40
79105 Riesa"	Friseur	067-39-6621	beckerguelay		Dr. Xenia Müller		rezafischer@hotmail.de	173
A+	1583	Aragão S/A	2022/07/28			36874591010	calebemendes		Rodrigo Souza	(Decimal('-60.781230'), Decimal('21.371558'))	ravi-luccacamara@bol.com.br	362
O+	1676	橋本食品合同会社	21 Jul 2022	長崎県小笠原村氏家新田8丁目22番4号 平河町パーク270		225-78-6108	tanakasatomi		佐々木 加奈	(Decimal('19.6904935'), Decimal('26.373182'))	fujitamiki@yahoo.com	90
A-	634	Siqueira	2022/04/13	"Esplanada Silveira, 789
Vila Paquetá
74332475 Brito do Amparo / CE"		41398762040	ribeirohelena		Pedro Miguel Martins	(Decimal('13.250613'), Decimal('-15.814372'))	lcirino@yahoo.com.br	189
A+	271	有限会社斎藤通信	2019-09-21			432-62-0772	yamamotomikako		福田 洋介	(Decimal('-37.8273555'), Decimal('148.930495'))	dito@hotmail.com	353
B-	360	Scotto-Mimun e figli	2025/01/12	"Borgo Temistocle, 17 Appartamento 0
85031, Frusci (PZ)"		TRVFRC38H56E474H	marinaorsini		Rodolfo Giulietti	(Decimal('-53.9209745'), Decimal('-115.526995'))	irmarubbia@libero.it	430
A+	1023	Pärtzelt	2021-09-02	"Schlossergasse 7798
02331 Lüdenscheid"		056-22-3217	jamesbauer		Dr. Betina Mielcarek	(Decimal('49.7842465'), Decimal('-128.308846'))	otto62@web.de	188
A-	1455	Ubaldi-Lollobrigida s.r.l.	10/01/2019, 00:00:00	"Stretto Melina, 39
32044, Pozzale (BL)"		CBRCML31D20B496T	yfarina		Amico Monteverdi	(Decimal('-67.454158'), Decimal('33.671057'))	pozzeccodonatella@tin.it	498
AB-	1618	Moraes	17 Feb 2025	"Chácara de da Conceição, 931
Lajedo
98296122 Oliveira da Mata / PI"	Engenheiro de aquicultura	58976312473	piresjoana		Melissa Aparecida	(Decimal('-44.580775'), Decimal('-124.716913'))	usilva@bol.com.br	417
AB-	1175	Stevens Inc	01 Dec 2024	"35052 Wilson Manor Suite 880
Donnaborough, ID 60532"		144-74-1031	michael65		Devin Jackson	(Decimal('26.4022235'), Decimal('-145.892909'))	lozanodaniel@yahoo.com	466
B+	355	Sá	10 Nov 2024	"Alameda Gabriela Aparecida, 6
Marieta 2ª Seção
71080601 Ferreira / SC"		40752318608	caua19		Davi Lucas Porto	(Decimal('29.0508125'), Decimal('145.767164'))	danilo97@gmail.com	101
AB-	713	Gibbs-Mercado	13 Oct 2022	"299 Vazquez Ridge
Lindamouth, IL 05291"		620-05-2107	mkim		Angela Young	(Decimal('-75.126891'), Decimal('4.398808'))	ortegakeith@hotmail.com	11
AB-	1013	加藤保険有限会社	07/18/2025, 00:00:00	愛知県横浜市西区麹町32丁目4番18号	建築家	713-12-7266	yumiko11		松田 拓真	(Decimal('-86.2674935'), Decimal('-111.638615'))	nanami03@yahoo.com	241
B+	676	Pruschke GmbH & Co. OHG	01/06/2019, 00:00:00	"Stiffelgasse 5-6
10088 Bitterfeld"		898-53-5526	bastiankoch		Dipl.-Ing. Maurizio Seidel	(Decimal('-65.5871495'), Decimal('-53.595428'))	klaus-peterroskoth@googlemail.com	105
O+	1811	Norman Group	10/23/2024, 00:00:00	"22842 Smith Island Suite 996
South Beth, FL 26794"		727-51-4858	schneiderdawn		Lydia Hall	(Decimal('-22.5345875'), Decimal('-178.828392'))	mitchellbethany@gmail.com	532
A-	1132	Roberts-Newton	2021/04/04			558-04-9836	ynguyen		Brian Walker	(Decimal('48.580908'), Decimal('60.136593'))	lorithompson@yahoo.com	108
B+	851	Rodgers and Sons	07 Jun 2021	"89376 Sullivan Run
Smithtown, HI 01487"		776-43-6312	robin73		Joseph Morgan	(Decimal('-55.595968'), Decimal('-19.079904'))	wmoore@hotmail.com	674
O+	1068	Salvo, Chigi e Petrocelli s.r.l.	01/15/2025, 00:00:00	"Vicolo Travia, 1
21017, Cascina Elisa (VA)"	Printmaker	PNNRML26C59G372T	francodona		Stella Borrani	(Decimal('19.633667'), Decimal('-108.659243'))	rosariabixio@alice.it	75
O-	891	Rodriguez, Osborne and Wilcox	2019-09-08	"358 Todd Meadows Apt. 730
Phillipville, DE 75074"	Senior tax professional/tax inspector	154-39-6985	rangelmolly		Crystal Hudson	(Decimal('18.1925015'), Decimal('49.485343'))	spencernicole@yahoo.com	663
A+	1582	Whitaker, Pierce and Rodriguez	15 Dec 2020	"USNV Sanchez
FPO AA 88877"	Conservator, museum/gallery	459-07-5659	welchbrett		Katie Higgins	(Decimal('-13.762412'), Decimal('-105.151388'))	fosterwalter@gmail.com	578
AB+	2097	Cirino	2020-10-10			50683214780	gteixeira		Maria Fernanda da Rosa	(Decimal('-48.0065935'), Decimal('-107.474223'))	maria-julianogueira@uol.com.br	343
A+	1776	株式会社佐藤建設	08 Jan 2020	島根県白井市細野24丁目4番9号 ハイツ津久戸町856		022-60-6226	suzukishohei		小林 太郎	(Decimal('-64.8775115'), Decimal('-169.655553'))	xhayashi@gmail.com	422
O-	217	Pizziol, Gentili e Sonnino SPA	14 Nov 2022	"Via Duse, 62 Piano 6
23892, Bulciago (LC)"		FRMLND61S13H881W	escialpi		Sig. Amedeo Bonolis	(Decimal('9.9059985'), Decimal('97.313388'))	sbarbarostefania@poste.it	661
B-	2095	Sontag GbR	01/17/2021, 00:00:00	"Budiggasse 8/9
61712 Prenzlau"		287-75-2998	viktor47		Heidi Heinrich B.A.	(Decimal('16.7725535'), Decimal('-151.524750'))	rolf-peterchristoph@googlemail.com	524
AB+	1882	Siqueira	06/12/2024, 00:00:00	"Passarela de Almeida, 6
Buraco Quente
44096-556 da Cruz de Nascimento / GO"		96821430551	jrezende		Emilly da Cunha	(Decimal('55.287790'), Decimal('-34.875856'))	dante80@hotmail.com	125
AB-	1310	Machado S/A	09/06/2025, 00:00:00	"Trecho de Moura, 7
Parque São Pedro
99001-176 Farias / PA"		87395406265	pereiratheo		José Gomes	(Decimal('21.9278795'), Decimal('-152.135079'))	peixotolais@ig.com.br	563
AB+	495	Henry-Dillon	04/16/2020, 00:00:00			426-22-5223	dayrebecca		Daniel Cunningham	(Decimal('-22.3877135'), Decimal('149.432463'))	danielespinoza@yahoo.com	486
B+	592	Stiebitz AG	09/21/2019, 00:00:00	"Oestrovskyallee 2-5
14999 Badibling"		515-62-0234	stanislawjaehn		Karl Heinz Steckel	(Decimal('37.7065005'), Decimal('-1.390969'))	regina42@hotmail.de	719
A+	1671	Coppola s.r.l.	01/29/2022, 00:00:00	"Vicolo Opizzi, 35
62026, Pian Di Pieca (MC)"		NVISNR33R21C660D	suriandomenico		Arsenio Anastasi-Mondadori	(Decimal('-65.8491375'), Decimal('-3.146413'))	milena61@vodafone.it	504
B-	1585	Pagnotto s.r.l.	2019-03-04	"Strada Faugno, 2 Appartamento 44
27059, Zavattarello (PV)"		MSTBNC15M12E401L	ceruttimichelangelo		Pina Bertolucci	(Decimal('-27.5811235'), Decimal('68.025116'))	ciprianoguarneri@tele2.it	450
O-	913	合同会社渡辺ガス	11/02/2022, 00:00:00	山梨県三宅島三宅村西川6丁目10番18号 外神田シティ168		253-50-5525	rei44		高橋 拓真	(Decimal('-82.028766'), Decimal('39.672612'))	hideki22@gmail.com	717
AB-	1940	Bossi, Metella e Majorana SPA	06/02/2022, 00:00:00	"Borgo Serafina, 34 Appartamento 0
26818, Villanova Del Sillaro (LO)"		VDONGC47H27M136G	michelangelomorucci		Milena Brugnaro	(Decimal('60.6521295'), Decimal('-1.783437'))	pasqualbandello@virgilio.it	386
B-	573	Lopez LLC	2024-08-16		Engineer, electrical	307-59-5755	zfox		Barbara Benjamin	(Decimal('48.500022'), Decimal('-33.201678'))	mikenelson@hotmail.com	266
O+	276	Melo	14 Jul 2023	"Vereda Cardoso, 40
Vila Independencia 3ª Seção
40337-765 Cirino / MA"	Tecnólogo em silvicultura	25780416958	bianca15		Nina Andrade	(Decimal('54.968784'), Decimal('-73.353391'))	waragao@uol.com.br	695
A+	2148	da Luz	2020/07/18	"Estação de Azevedo, 654
São Paulo
72629-640 Viana / RJ"		28057361417	caldeiraantony		Srta. Allana Garcia	(Decimal('-28.993130'), Decimal('169.260819'))	catarina12@ig.com.br	167
O+	809	Rörricht Hölzenbecher GmbH & Co. KGaA	2019/06/12	"Thies-Beier-Allee 54-77
14334 Mellrichstadt"		068-37-2573	dittmarschwital		Univ.Prof. Clarissa Reinhardt B.Eng.	(Decimal('-28.5205605'), Decimal('51.673931'))	nancyschulz@aol.de	611
AB-	1274	Fuseli s.r.l.	2022/05/14			DLLLRT23H22L055S	enricotelesio		Iolanda Ferragamo	(Decimal('17.259782'), Decimal('66.472552'))	solepepe@gmail.com	470
O+	442	Bennett, Wilkinson and Robinson	10/06/2018, 00:00:00	"599 Jennifer Crescent
East William, ID 95263"	Geneticist, molecular	123-35-0860	edward08		Dillon Knapp	(Decimal('7.0348585'), Decimal('34.561618'))	sgonzales@hotmail.com	675
O-	354	Donarelli-Babati Group	02/25/2019, 00:00:00			NCCGVN39B16D719A	toniapolizzi		Elladio Galeati	(Decimal('-61.0917575'), Decimal('-94.302678'))	vespuccidionigi@tiscali.it	466
AB-	1811	Barkholz AG	11/26/2022, 00:00:00	"Christl-Löwer-Straße 39
42916 Borken"		167-31-7236	jschweitzer		Heinz-Gerd Neuschäfer	(Decimal('20.746592'), Decimal('94.367065'))	albersbirthe@aol.de	119
AB+	189	Cobb PLC	08/07/2019, 00:00:00			877-48-5684	alanatkinson		Todd Oliver	(Decimal('-78.9278645'), Decimal('-98.583611'))	thomasjohnson@gmail.com	101
B-	1473	Hernandez PLC	2025/05/19	"3427 Amanda Prairie
East Saramouth, ID 99266"		614-89-2962	daniel51		James Lozano	(Decimal('-2.9543235'), Decimal('156.938002'))	cfarley@yahoo.com	661
O-	971	Barozzi-Papafava s.r.l.	2023/04/01	"Incrocio Costantino, 8
03027, Ripi (FR)"		RPSCLD09T57F637A	civaschiraffaele		Melissa Aulenti	(Decimal('-65.4606285'), Decimal('-57.422126'))	hugomastandrea@alice.it	34
O-	862	Ferretti-Carli Group	26 May 2024	"Incrocio Raurica, 89
92029, Campobello Ravanusa Stazione (AG)"		FRRGRG58T25L590M	alighieridanilo		Caterina Ceravolo	(Decimal('-70.1734035'), Decimal('122.478988'))	sbevilacqua@tin.it	177
AB-	1362	Renzi SPA	09 May 2024	"Rotonda Umberto, 96 Appartamento 8
05034, Ferentillo (TR)"		GLLMRT66A13C457C	calcedoniobianchini		Dott. Giorgia Sorrentino	(Decimal('-46.7109385'), Decimal('-24.229072'))	ymontalcini@libero.it	645
A+	1335	Green Group	2022-07-30	"4416 Obrien Mill
New Steven, MI 52290"	Actuary	425-29-0685	brittany75		Michael Davis	(Decimal('9.727747'), Decimal('-145.990891'))	michelle85@gmail.com	429
AB-	1745	Costa Nogueira Ltda.	19 Apr 2021			42519378050	samuel58		Larissa Leão	(Decimal('38.383613'), Decimal('-54.748442'))	matteo71@ig.com.br	402
B+	801	有限会社福田保険	03/21/2019, 00:00:00	千葉県多摩市押上28丁目17番6号 猿楽町アーバン254		754-49-1128	hanako92		山下 美加子	(Decimal('-43.063938'), Decimal('-104.491472'))	msato@hotmail.com	676
B-	135	Ciampi s.r.l.	2020/05/15	"Viale Rosario, 85
29020, Ponte Organasco (PC)"		FSCLCU61S44C528T	gcavanna		Maura Salvo	(Decimal('-16.816160'), Decimal('-169.280504'))	pellicogabriella@hotmail.it	665
A-	674	合同会社高橋情報	2022-01-11	神奈川県八街市上吉羽8丁目20番3号 鳥越クレスト455		189-68-3191	osuzuki		中村 知実	(Decimal('33.616125'), Decimal('97.994140'))	yishii@yahoo.com	466
B-	1133	Pacheco da Rosa S.A.	2023/04/06			16754392061	mendesluna		Guilherme Moreira	(Decimal('22.3470145'), Decimal('25.543213'))	msa@uol.com.br	487
O-	137	Sá Abreu e Filhos	2021-07-12	"Loteamento Pires, 92
Vitoria Da Conquista
41035-862 Pereira de Lopes / RJ"		04583169205	siqueiragael		Dr. Daniel Rocha	(Decimal('0.726234'), Decimal('-131.584312'))	yalmeida@yahoo.com.br	695
O+	389	Haering Gunpf KG	07/09/2023, 00:00:00	"Cornelius-Steuer-Gasse 3
37052 Feuchtwangen"	Binnenschiffer	708-79-7325	romy86		Imelda Stroh B.A.	(Decimal('-12.304829'), Decimal('-1.298697'))	jwulff@gmx.de	162
AB-	705	da Conceição - ME	2021/05/31			30278691404	steixeira		Erick Souza	(Decimal('-0.1070245'), Decimal('-143.989472'))	maria-julia47@bol.com.br	39
O+	1434	Tintzmann KG	2022/02/08		Forstwirt	814-42-6850	schinketorben		Cord Stey	(Decimal('0.435618'), Decimal('113.819372'))	ignatz26@hotmail.de	459
B-	1085	Dias e Filhos	31 Jan 2020			68195342728	jose-miguel52		Srta. Catarina da Rocha	(Decimal('85.5699395'), Decimal('126.799978'))	diogodias@bol.com.br	101
AB+	1207	Johns, Dixon and Bentley	2019/02/16	"8458 Rodriguez Ramp Apt. 214
East Jacqueline, TX 92653"		154-58-2236	pmoore		Jennifer Watts	(Decimal('-47.7000645'), Decimal('161.078188'))	paulabryan@hotmail.com	700
A+	379	渡辺農林株式会社	2020-05-07	広島県横浜市鶴見区津久戸町29丁目3番19号	公認会計士	702-35-5495	cendo		阿部 桃子	(Decimal('-58.2331055'), Decimal('-88.657988'))	shimizuyoichi@yahoo.com	398
A-	1346	Costa	2021-03-10	"Estrada Carvalho
Conjunto Califórnia I
65344114 das Neves / MS"		51607493225	arthurdas-neves		Ayla Nunes	(Decimal('-1.6255195'), Decimal('144.317632'))	xpeixoto@ig.com.br	294
A-	1564	Barron-Mejia	06/08/2023, 00:00:00	"4104 Sarah Manors Apt. 553
North Kimberlyland, MN 96993"		170-75-9701	charles87		Jennifer Kemp	(Decimal('72.720048'), Decimal('92.275951'))	taylorrhonda@hotmail.com	595
A-	1093	Harper, Berger and Leonard	02/13/2019, 00:00:00			410-04-9180	ptaylor		Autumn Barrett		xbrown@yahoo.com	325
AB+	399	Rapisardi Group	03 Dec 2024	"Strada Graziella, 9 Appartamento 3
71034, Castelnuovo Della Daunia (FG)"		MCCPRG31R42G173V	foconiteresa		Fredo Fantoni-Sansoni	(Decimal('-78.0379035'), Decimal('-43.255683'))	jverdi@tiscali.it	497
O+	261	Casa Grande	04/11/2022, 00:00:00	"Vereda Thomas Moraes, 77
Marieta 3ª Seção
78996-526 Moura / SC"		95367821030	yandrade		Alícia Novaes	(Decimal('27.361930'), Decimal('-177.670826'))	icamargo@gmail.com	548
A+	473	Beckmann GmbH	26 Aug 2023			417-05-0165	leonhard03		Sieghard Jungfer B.Eng.	(Decimal('-4.279849'), Decimal('-46.147703'))	heinz07@gmail.com	275
A+	1385	Smith, Chase and Neal	09/11/2024, 00:00:00	"8483 Zachary Freeway
Lake Alexanderport, OK 26414"		359-05-3014	xfisher		Sarah Wilson	(Decimal('72.0739735'), Decimal('127.060806'))	courtneyjackson@yahoo.com	501
O+	1021	Morandi, Cafarchia e Ricciardi SPA	26 Jul 2025	"Borgo Bellò, 7 Appartamento 98
40025, Carseggio (BO)"	Volunteer coordinator	GNSGRC90C49G274E	danieletarantino		Paolo Maccanelli	(Decimal('-76.601908'), Decimal('-173.136908'))	liberto95@tele2.it	597
O+	1849	Ullmann	02/18/2024, 00:00:00	"Christina-Grein Groth-Platz 976
01054 Augsburg"		769-39-8679	aebert		Veronika Pechel	(Decimal('17.0679735'), Decimal('173.815174'))	helgeschuster@gmx.de	616
A+	1727	Polesel s.r.l.	2024/12/25	"Piazza Roberta, 3
55031, Poggio Garfagnana (LU)"		GRNRLD84D64G526B	alessandro42		Teresa Montanari	(Decimal('-27.0466235'), Decimal('3.914555'))	qmarino@libero.it	183
AB+	1032	Blümel Girschner AG	12/08/2022, 00:00:00	"Zänkerallee 6
29673 Paderborn"	Ausbaufacharbeiter	692-29-2134	bwinkler		Malgorzata Kensy B.A.		gthies@yahoo.de	117
O-	46	佐藤運輸有限会社	2018/10/17	徳島県昭島市高輪35丁目5番2号 シティ羽折町245		126-74-7371	yamamotohiroshi		山本 美加子	(Decimal('-88.9415785'), Decimal('-56.313962'))	matsumotomikako@hotmail.com	455
B+	187	Sismondi, Filippini e Curiel s.r.l.	10/10/2022, 00:00:00	"Vicolo Annalisa, 759
10012, Bollengo (TO)"		GRNRML91P58C901O	ispallanzani		Patrizia Modiano	(Decimal('27.6439005'), Decimal('167.680617'))	gottardipiero@hotmail.it	603
B+	141	Cunningham-Ellis	12/31/2022, 00:00:00	"779 Courtney Cliff
East Roymouth, FM 28646"	Human resources officer	563-11-6216	lhughes		Brandon Ball	(Decimal('10.426414'), Decimal('-27.498905'))	kcardenas@gmail.com	564
A-	182	Peano s.r.l.	20 May 2021	"Incrocio Civaschi, 28 Appartamento 8
09122, Cagliari (CA)"		BRRMRS00P11B554S	babbodurante		Elena Basadonna	(Decimal('16.589202'), Decimal('148.659462'))	gianfrancesco49@tim.it	126
O-	1966	Beer GmbH & Co. OHG	12/26/2020, 00:00:00	"Berndt-Zorbach-Platz 4/1
87258 Anklam"		096-76-9311	rosina61		Ulf Kühnert	(Decimal('-3.0889005'), Decimal('109.534434'))	franz-josef82@aol.de	316
AB+	1851	Brunello, Vergassola e Proietti Group	2019-08-10	"Contrada Lilla, 10 Piano 5
40136, Gaibola (BO)"		GRNPTZ06C51I864J	giuliettimilena		Sig. Raimondo Tognazzi	(Decimal('4.8201985'), Decimal('-28.536972'))	trapanesepiersanti@libero.it	418
AB+	1704	Nguyen-Cook	2024/12/28			304-82-1738	bartlettjennifer		Melinda Anderson	(Decimal('13.2200615'), Decimal('-24.344612'))	kennedyalexander@gmail.com	669
O+	919	Gonzalez LLC	11/09/2022, 00:00:00		Technical brewer	741-46-4510	masseymarie		Julie Acosta	(Decimal('-55.4366315'), Decimal('36.911280'))	robertmoore@gmail.com	624
A-	673	株式会社田中水産	2023/11/25			159-54-9663	satomikobayashi		小林 拓真	(Decimal('-43.570097'), Decimal('-63.394271'))	ikondo@yahoo.com	353
A+	1324	伊藤食品有限会社	2020-12-12	大阪府鎌ケ谷市外神田5丁目11番10号		680-68-1168	sayuriogawa		小川 英樹	(Decimal('-17.0554295'), Decimal('-31.065929'))	yoko80@yahoo.com	301
B+	1874	Pereira Silveira - EI	13 Nov 2021	"Ladeira Barros, 24
Marmiteiros
39538939 Andrade / MA"		10893475610	costanatalia		Arthur Gabriel Camargo	(Decimal('5.837568'), Decimal('158.793105'))	casa-grandedavi-lucca@bol.com.br	522
AB-	1498	Shepard Inc	13 Nov 2021	"9012 Fitzpatrick Via
Meganchester, HI 49013"	Actuary	143-65-8295	beverly37		Matthew Williams	(Decimal('41.5405105'), Decimal('98.494845'))	jacob79@hotmail.com	478
A-	1899	Adams-Ruiz	2024-09-27	"8443 Reginald Dale Apt. 306
Perezport, GU 58732"		409-34-4440	oharris		Tonya Arroyo	(Decimal('8.5985395'), Decimal('105.502410'))	jennifer11@hotmail.com	639
A-	1434	Rogge AG	04/10/2024, 00:00:00	"Schulzallee 12-66
83586 Nördlingen"		736-48-1032	buttetibor		Julie Oderwald	(Decimal('-53.3573575'), Decimal('4.058075'))	egnatz@yahoo.de	495
A-	943	Aparecida e Filhos	25 Feb 2023	"Trevo Gonçalves, 12
Alta Tensão 2ª Seção
95941686 Borges / PI"		36147209507	duartemelina		Benício Silveira	(Decimal('-13.1647615'), Decimal('-87.281716'))	fariasantony@ig.com.br	679
B-	2065	有限会社吉田銀行	2021/11/30	青森県横浜市旭区東浅草30丁目10番4号 蟇沼コート767	小説家	642-57-6454	minorusasaki		佐藤 さゆり	(Decimal('9.6048335'), Decimal('166.409797'))	oyoshida@yahoo.com	275
O+	1824	Valentine Ltd	11/05/2020, 00:00:00	"569 Emily Corner
Lake Rachaelbury, NH 83103"		020-71-0265	marysimpson		David Green	(Decimal('2.2844785'), Decimal('-101.272131'))	nealchristopher@hotmail.com	71
AB-	1819	Souza Ltda.	06/28/2022, 00:00:00		Cenotécnico	45793612882	francisco28		Henrique da Cunha	(Decimal('-13.0408445'), Decimal('63.542193'))	thiago43@yahoo.com.br	399
AB-	290	Agnesi, Dossi e Petrocelli Group	2019/02/13	"Via Panfilo, 54
85014, Laurenzana (PZ)"		SLRMRA81R02B219I	enzioparisi		Sig.ra Antonietta Campise	(Decimal('-47.6412235'), Decimal('43.291997'))	lazzaro41@tim.it	365
O-	2033	長谷川鉱業合同会社	2024-05-04	埼玉県八丈島八丈町南郷屋18丁目6番7号 押上アーバン991		227-78-5800	morimanabu		鈴木 裕太	(Decimal('28.982160'), Decimal('122.907017'))	tsubasa16@gmail.com	147
B-	812	Smirnoff-Granatelli SPA	2019-08-20	"Borgo Monica, 59 Appartamento 2
47013, Dovadola (FC)"		MCNFRD57C51C065E	vfischetti		Dott. Martina Parpinel	(Decimal('70.5816985'), Decimal('120.161069'))	ciprianofoletti@tin.it	85
B-	4	Hart Inc	16 Sep 2024	"31155 John Common Apt. 173
Lake Toddport, CA 83306"	Audiological scientist	328-97-8609	ian69		Sheila Thomas	(Decimal('33.6359135'), Decimal('52.143553'))	mnguyen@gmail.com	690
O-	1169	有限会社小林情報	07 Mar 2021	福井県杉並区富久町8丁目16番15号 上野桜木クレスト782		118-02-1091	rei79		小林 英樹	(Decimal('-63.023805'), Decimal('135.306736'))	taichi03@gmail.com	471
B+	1970	Briemer GbR	2021/02/23	"Veronika-Vogt-Straße 947
62170 Güstrow"		329-43-9478	karl-heinz96		Thilo Staude	(Decimal('-60.186580'), Decimal('93.947586'))	enoack@web.de	636
O+	592	Mies Bolzmann KG	06/16/2025, 00:00:00	"Hilda-Rogner-Ring 915
55229 Pinneberg"	Mechaniker	779-30-4267	martinhans-theo		Dipl.-Ing. Eva Haering	(Decimal('-65.8468775'), Decimal('50.726125'))	kgraf@web.de	595
AB-	875	Andrade Costela - ME	02/16/2022, 00:00:00	"Setor de Costa, 7
Santa Rita De Cássia
43591429 Fogaça do Amparo / AC"		57046918201	da-mataluiz-miguel		Sra. Bruna Fernandes		wcastro@ig.com.br	256
A+	941	Rocha	2022-04-26	"Morro Campos, 28
Alta Tensão 2ª Seção
18524-173 Sampaio / RS"	Psicólogo	59714086230	lmoura		Francisco Teixeira	(Decimal('49.822058'), Decimal('140.737362'))	duartenina@bol.com.br	3
B+	1034	Sauro, Orsini e Migliaccio SPA	04 Mar 2019			PPFLGN34S21G990C	baldassarezoppetti		Liberto Argentero	(Decimal('-81.068313'), Decimal('-122.863884'))	qvalier@outlook.com	529
A+	1402	Cassiano S.A.	09/08/2023, 00:00:00	"Praia de Pinto, 35
Conjunto Jatoba
80069-617 Brito de da Conceição / AC"		97832164573	ccaldeira		Dr. Renan Barbosa	(Decimal('61.8225365'), Decimal('-39.776684'))	novaisana-clara@yahoo.com.br	248
AB-	1225	Junck Stolze AG	05 May 2025	"Ortmannplatz 28/96
35171 Bernburg"		759-99-7772	harald84		Sönke Schmidtke	(Decimal('17.2165265'), Decimal('-74.963411'))	ewa94@googlemail.com	449
A-	2068	Rubbia e figli	2024/11/15	"Piazza Spallanzani, 0 Appartamento 7
50137, Firenze (FI)"	Visual merchandiser	MZZCLR89H64E271J	rbrambilla		Angelina Bonatti	(Decimal('9.090047'), Decimal('-151.466685'))	ilaria44@gmail.com	61
